icd	icd_label	bucket	mondo	mondo_label	predicate	cardinality	lexical	verdict	rationale	qualifier
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0018569	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:435938""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0018572	severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:436141""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0018861	Zellweger-like syndrome without peroxisomal anomalies	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:50812""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0018965	Alport syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:63/inclusion"", source=""Orphanet:63""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0018976	schisis association	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:63862""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019075	Bosley-Salih-Alorainy syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:69737""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019078	Ritscher-Schinzel syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:7"", source=""DOID:0060565""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019129	global developmental delay-osteopenia-ectodermal defect syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:73223""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019133	visceral neuropathy-brain anomalies-facial dysmorphism-developmental delay syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:73246""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019153	brain malformation-congenital heart disease-postaxial polydactyly syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:75389""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019388	pelvis syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:83628""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019414	BRESEK syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:85284""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019416	X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:85317""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019417	X-linked intellectual disability-precocious puberty-obesity syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:85318""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019418	X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:85319""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019419	X-linked intellectual disability-macrocephaly-macroorchidism syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:85320""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019420	X-linked intellectual disability, Pai type	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:85322""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019421	X-linked intellectual disability, Seemanova type	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:85323""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019422	X-linked intellectual disability, Stevenson type	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:85325""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019423	X-linked intellectual disability, Stoll type	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:85326""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019424	X-linked intellectual disability-acromegaly-hyperactivity syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:85327""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019426	X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:85330""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019428	fried syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:85335""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019518	Waardenburg-Shah syndrome	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:897""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019569	Cockayne syndrome type 1	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:90321""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019570	Cockayne syndrome type 2	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:90322""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019609	Zellweger spectrum disorders	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:912/inclusion"", source=""Orphanet:912""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019786	severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:94066""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019840	acropectororenal dysplasia	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:956""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0019896	Kleefstra syndrome due to 9q34 microdeletion	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:96147""}"
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:8000008	Martsolf syndrome 1	provenance-only:orphanet	425	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1387""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0008854	Bardet-Biedl syndrome 1	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110123""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0010832	Bardet-Biedl syndrome 3	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110125""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0011523	Bardet-Biedl syndrome 6	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110128""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014432	Bardet-Biedl syndrome 2	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110124""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014433	Bardet-Biedl syndrome 4	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110126""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014434	Bardet-Biedl syndrome 5	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110127""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014435	Bardet-Biedl syndrome 7	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110129""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014436	Bardet-Biedl syndrome 8	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110130""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014437	Bardet-Biedl syndrome 9	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110131""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014438	Bardet-Biedl syndrome 10	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110132""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014439	Bardet-Biedl syndrome 11	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110133""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014440	Bardet-Biedl syndrome 12	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110134""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014441	Bardet-Biedl syndrome 13	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110135""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014442	Bardet-Biedl syndrome 14	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110136""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014443	Bardet-Biedl syndrome 15	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110137""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014444	Bardet-Biedl syndrome 16	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110138""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014445	Bardet-Biedl syndrome 17	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110139""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014446	Bardet-Biedl syndrome 18	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110140""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0014447	Bardet-Biedl syndrome 19	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110141""}"
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	RESIDUAL	MONDO:0015229	Bardet-Biedl syndrome	provenance-only:doid	20	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:1935""}"
ICD10CM:Q89.0	Congenital absence and malformations of spleen	CONTAINER	MONDO:0010066	familial isolated congenital asplenia	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:101351""}"
ICD10CM:Q89.0	Congenital absence and malformations of spleen	CONTAINER	MONDO:0018703	isolated splenogonadal fusion	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:457083""}"
ICD10CM:Q89.2	Congenital malformations of other endocrine glands	CONTAINER	MONDO:0008565	familial thyroglossal duct cyst	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:93953""}"
ICD10CM:Q89.2	Congenital malformations of other endocrine glands	CONTAINER	MONDO:0017808	duplication of the pituitary gland	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:314621""}"
ICD10CM:Q89.7	Multiple congenital malformations, not elsewhere classified	CONTAINER	MONDO:0010742	pentalogy of Cantrell	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:1335""}"
ICD10CM:Q89.7	Multiple congenital malformations, not elsewhere classified	CONTAINER	MONDO:0017123	arthrogryposis-renal dysfunction-cholestasis syndrome	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2697""}"
ICD10CM:Q89.8	Other specified congenital malformations	RESIDUAL	MONDO:0008965	CHARGE syndrome	provenance-only:doid	1	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0050834""}"
ICD10CM:Q90.9	Down syndrome, unspecified	RESIDUAL	MONDO:0008608	Down syndrome	orphanet-btnt	1	match	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:870/specific"", source=""DOID:14250"", source=""Orphanet:870/btnt"", source=""Orphanet:870""}"
ICD10CM:Q91.3	Trisomy 18, unspecified	RESIDUAL	MONDO:0018071	trisomy 18	orphanet-btnt	1	match	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:3380/specific"", source=""Orphanet:3380/btnt"", source=""Orphanet:3380"", source=""DOID:1085""}"
ICD10CM:Q91.7	Trisomy 13, unspecified	RESIDUAL	MONDO:0018068	trisomy 13	orphanet-btnt	1	match	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:11665"", source=""Orphanet:3378"", source=""Orphanet:3378/btnt"", source=""Orphanet:3378/specific""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0015060	mosaic trisomy 3	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:100071""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0015706	mosaic trisomy 1	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1692""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0015718	mosaic trisomy 12	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1698""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0015725	mosaic trisomy 14	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1703""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0015727	mosaic trisomy 15	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1706""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0015729	mosaic trisomy 16	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1708""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0015730	mosaic trisomy 17	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1711""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0015763	mosaic trisomy 2	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1723""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0015764	mosaic trisomy 20	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1724""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0015771	mosaic trisomy 7	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1747""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0019865	mosaic trisomy 4	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96059""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0019866	mosaic trisomy 5	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96060""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0019867	mosaic trisomy 8	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96061""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0019868	mosaic trisomy 10	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96063""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0019869	mosaic trisomy 22	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96068""}"
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	DISEASE	MONDO:0020490	mosaic trisomy 9	provenance-only:orphanet	16	no	KEEP-as-broadMatch	16 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:99776""}"
ICD10CM:Q92.2	Partial trisomy	DISEASE	MONDO:0015740	trisomy 18p	provenance-only:orphanet	10	no	KEEP-as-broadMatch	10 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1715""}"
ICD10CM:Q92.2	Partial trisomy	DISEASE	MONDO:0015761	trisomy 10p	provenance-only:orphanet	10	no	KEEP-as-broadMatch	10 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:171929""}"
ICD10CM:Q92.2	Partial trisomy	DISEASE	MONDO:0015767	trisomy 4p	provenance-only:orphanet	10	no	KEEP-as-broadMatch	10 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1738""}"
ICD10CM:Q92.2	Partial trisomy	DISEASE	MONDO:0015768	trisomy 5p	provenance-only:orphanet	10	no	KEEP-as-broadMatch	10 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1742""}"
ICD10CM:Q92.2	Partial trisomy	DISEASE	MONDO:0015772	trisomy 8q	provenance-only:orphanet	10	no	KEEP-as-broadMatch	10 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1752""}"
ICD10CM:Q92.2	Partial trisomy	DISEASE	MONDO:0016526	trisomy 9p	provenance-only:orphanet	10	no	KEEP-as-broadMatch	10 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:236""}"
ICD10CM:Q92.2	Partial trisomy	DISEASE	MONDO:0016840	trisomy 17p	provenance-only:orphanet	10	no	KEEP-as-broadMatch	10 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:261290""}"
ICD10CM:Q92.2	Partial trisomy	DISEASE	MONDO:0016844	trisomy 20p	provenance-only:orphanet	10	no	KEEP-as-broadMatch	10 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:261318""}"
ICD10CM:Q92.2	Partial trisomy	DISEASE	MONDO:0016847	trisomy 1q	provenance-only:orphanet	10	no	KEEP-as-broadMatch	10 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:261344""}"
ICD10CM:Q92.2	Partial trisomy	DISEASE	MONDO:0017013	trisomy 8p	provenance-only:orphanet	10	no	KEEP-as-broadMatch	10 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:264450""}"
ICD10CM:Q92.7	Triploidy and polyploidy	DISEASE	MONDO:0018026	tetraploidy syndrome	provenance-only:orphanet	3	no	KEEP-as-broadMatch	3 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:3305""}"
ICD10CM:Q92.7	Triploidy and polyploidy	DISEASE	MONDO:0018067	triploidy	provenance-only:orphanet	3	no	KEEP-as-broadMatch	3 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:3376""}"
ICD10CM:Q92.7	Triploidy and polyploidy	DISEASE	MONDO:0019934	polyploidy	orphanet-specific	3	no	KEEP-as-broadMatch	3 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96321"", source=""Orphanet:96321/e"", source=""Orphanet:96321/specific""}"
ICD10CM:Q92.8	Other specified trisomies and partial trisomies of autosomes	RESIDUAL	MONDO:0007276	cat-eye syndrome	provenance-only:orphanet	1	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:195""}"
ICD10CM:Q93.0	Whole chromosome monosomy, nonmosaicism (meiotic nondisjunction)	DISEASE	MONDO:0018930	monosomy 21	provenance-only:orphanet	2	no	KEEP-as-broadMatch	2 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:574""}"
ICD10CM:Q93.0	Whole chromosome monosomy, nonmosaicism (meiotic nondisjunction)	DISEASE	MONDO:0019891	monosomy 22	provenance-only:orphanet	2	no	KEEP-as-broadMatch	2 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96123""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0014708	ring chromosome 14	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1440""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0015430	ring chromosome 1	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1437""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0015431	ring chromosome 10	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1438""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0015432	ring chromosome 12	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1439""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0015433	ring chromosome 17	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1441""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0015434	ring chromosome 18	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1442""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0015435	ring chromosome 19	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1443""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0015436	ring chromosome 20	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1444""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0015437	ring chromosome 21	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1445""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0015438	ring chromosome 22	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1446""}"
