?cls	?replCls	?consCls
<http://purl.obolibrary.org/obo/MONDO_0001131>	"MONDO:0006186"	
<http://purl.obolibrary.org/obo/MONDO_0001140>	"MONDO:0018071"	
<http://purl.obolibrary.org/obo/MONDO_0001189>	"MONDO:0019086"	
<http://purl.obolibrary.org/obo/MONDO_0001193>	"HP:0007777"	
<http://purl.obolibrary.org/obo/MONDO_0001194>	"MONDO:0019360"	
<http://purl.obolibrary.org/obo/MONDO_0001201>	<http://purl.obolibrary.org/obo/MONDO_0010811>	
<http://purl.obolibrary.org/obo/MONDO_0001248>	"MONDO:0019173"	
<http://purl.obolibrary.org/obo/MONDO_0001253>		
<http://purl.obolibrary.org/obo/MONDO_0001254>		
<http://purl.obolibrary.org/obo/MONDO_0001264>	"MONDO:0017881"	
<http://purl.obolibrary.org/obo/MONDO_0001267>	"MONDO:0015306"	
<http://purl.obolibrary.org/obo/MONDO_0001278>	"MONDO:0006502"	
<http://purl.obolibrary.org/obo/MONDO_0001289>	"MONDO:0006337"	
<http://purl.obolibrary.org/obo/MONDO_0001311>	"MONDO:0020369"	
<http://purl.obolibrary.org/obo/MONDO_0001344>	"MONDO:0016391"	
<http://purl.obolibrary.org/obo/MONDO_0001346>	"MONDO:0018949"	
<http://purl.obolibrary.org/obo/MONDO_0001348>	"MONDO:0019632"	
<http://purl.obolibrary.org/obo/MONDO_0001354>	"MONDO:0017202"	
<http://purl.obolibrary.org/obo/MONDO_0001359>	"MONDO:0016086"	
<http://purl.obolibrary.org/obo/MONDO_0001362>	"HP:0000555"	
<http://purl.obolibrary.org/obo/MONDO_0001425>	"MONDO:0010726"	
<http://purl.obolibrary.org/obo/MONDO_0001432>	"MONDO:0020532"	
<http://purl.obolibrary.org/obo/MONDO_0001448>	"MONDO:0017282"	
<http://purl.obolibrary.org/obo/MONDO_0001450>	"MONDO:0015304"	
<http://purl.obolibrary.org/obo/MONDO_0001477>	"MONDO:0019172"	
<http://purl.obolibrary.org/obo/MONDO_0001483>	"MONDO:0020501"	
<http://purl.obolibrary.org/obo/MONDO_0001486>	"MONDO:0018092"	
<http://purl.obolibrary.org/obo/MONDO_0001489>	"MONDO:0019316"	
<http://purl.obolibrary.org/obo/MONDO_0001494>		
<http://purl.obolibrary.org/obo/MONDO_0001545>	"MONDO:0019565"	
<http://purl.obolibrary.org/obo/MONDO_0001550>	"MONDO:0007473"	
<http://purl.obolibrary.org/obo/MONDO_0001570>	"MONDO:0016567"	
<http://purl.obolibrary.org/obo/MONDO_0001573>	"MONDO:0009245"	
<http://purl.obolibrary.org/obo/MONDO_0001581>	"MONDO:0018983"	
<http://purl.obolibrary.org/obo/MONDO_0001587>	"MONDO:0018938"	
<http://purl.obolibrary.org/obo/MONDO_0001599>	"MONDO:0019191"	
<http://purl.obolibrary.org/obo/MONDO_0001605>	<http://purl.obolibrary.org/obo/MONDO_0003730>	
<http://purl.obolibrary.org/obo/MONDO_0001619>	"MONDO:0019633"	
<http://purl.obolibrary.org/obo/MONDO_0001659>	<http://purl.obolibrary.org/obo/MONDO_0021259>	
<http://purl.obolibrary.org/obo/MONDO_0001669>	"MONDO:0008903"	
<http://purl.obolibrary.org/obo/MONDO_0001675>	"MONDO:0019142"	
<http://purl.obolibrary.org/obo/MONDO_0001677>	"MONDO:0017880"	
<http://purl.obolibrary.org/obo/MONDO_0001679>		
<http://purl.obolibrary.org/obo/MONDO_0001696>	"MONDO:0020066"	
<http://purl.obolibrary.org/obo/MONDO_0001738>	"MONDO:0017198"	
<http://purl.obolibrary.org/obo/MONDO_0001755>	"MONDO:0006488"	
<http://purl.obolibrary.org/obo/MONDO_0001759>	"MONDO:0020439"	
<http://purl.obolibrary.org/obo/MONDO_0001796>	"MONDO:0009176"	
<http://purl.obolibrary.org/obo/MONDO_0001814>	"MONDO:0011827"	
<http://purl.obolibrary.org/obo/MONDO_0001826>	"MONDO:0017774"	
<http://purl.obolibrary.org/obo/MONDO_0001839>	"MONDO:0018301"	
<http://purl.obolibrary.org/obo/MONDO_0001840>	"MONDO:0015254"	
<http://purl.obolibrary.org/obo/MONDO_0001865>	"MONDO:0017278"	
<http://purl.obolibrary.org/obo/MONDO_0001872>	"HP:0010542"	
<http://purl.obolibrary.org/obo/MONDO_0001891>	"MONDO:0006081"	
<http://purl.obolibrary.org/obo/MONDO_0001900>	"MONDO:0019134"	
<http://purl.obolibrary.org/obo/MONDO_0001908>	"MONDO:0018570"	
<http://purl.obolibrary.org/obo/MONDO_0001934>	"MONDO:0016620"	
<http://purl.obolibrary.org/obo/MONDO_0001937>	"MONDO:0007893"	
<http://purl.obolibrary.org/obo/MONDO_0001958>	"MONDO:0020380"	
<http://purl.obolibrary.org/obo/MONDO_0001960>	"MONDO:0008758"	
<http://purl.obolibrary.org/obo/MONDO_0001961>	"MONDO:0016372"	
<http://purl.obolibrary.org/obo/MONDO_0001963>	"MONDO:0005559"	
<http://purl.obolibrary.org/obo/MONDO_0001968>	"MONDO:0010765"	
<http://purl.obolibrary.org/obo/MONDO_0001970>	"MONDO:0008223"	
<http://purl.obolibrary.org/obo/MONDO_0001980>	"MONDO:0019148"	
<http://purl.obolibrary.org/obo/MONDO_0001981>	"MONDO:0019149"	
<http://purl.obolibrary.org/obo/MONDO_0002001>	"MONDO:0005070"	
<http://purl.obolibrary.org/obo/MONDO_0002005>	"MONDO:0019797"	
<http://purl.obolibrary.org/obo/MONDO_0002007>	"MONDO:0008642"	
<http://purl.obolibrary.org/obo/MONDO_0002011>	"MONDO:0019623"	
<http://purl.obolibrary.org/obo/MONDO_0002015>	"MONDO:0009242"	
<http://purl.obolibrary.org/obo/MONDO_0002018>	"MONDO:0018998"	
<http://purl.obolibrary.org/obo/MONDO_0002019>	"MONDO:0016535"	
<http://purl.obolibrary.org/obo/MONDO_0002020>	"MONDO:0017194"	
<http://purl.obolibrary.org/obo/MONDO_0002023>	"MONDO:0018408"	
<http://purl.obolibrary.org/obo/MONDO_0002024>	"MONDO:0015766"	
<http://purl.obolibrary.org/obo/MONDO_0002053>	"HP:0001325"	
<http://purl.obolibrary.org/obo/MONDO_0002054>	"MONDO:0007254"	
<http://purl.obolibrary.org/obo/MONDO_0002059>	"MONDO:0021097"	
<http://purl.obolibrary.org/obo/MONDO_0002079>	"MONDO:0019496"	
<http://purl.obolibrary.org/obo/MONDO_0002080>	"MONDO:0019306"	
<http://purl.obolibrary.org/obo/MONDO_0002084>	"MONDO:0005462"	
<http://purl.obolibrary.org/obo/MONDO_0002091>	"MONDO:0015474"	
<http://purl.obolibrary.org/obo/MONDO_0002094>	"MONDO:0006173"	
<http://purl.obolibrary.org/obo/MONDO_0002097>	"MONDO:0006325"	
<http://purl.obolibrary.org/obo/MONDO_0002111>	"MONDO:0006362"	
<http://purl.obolibrary.org/obo/MONDO_0002115>	"MONDO:0009831"	
<http://purl.obolibrary.org/obo/MONDO_0002126>	"MONDO:0010826"	
<http://purl.obolibrary.org/obo/MONDO_0002144>	"HP:0002149"	
<http://purl.obolibrary.org/obo/MONDO_0002147>	"MONDO:0015452"	
<http://purl.obolibrary.org/obo/MONDO_0002148>	"MONDO:0019255"	
<http://purl.obolibrary.org/obo/MONDO_0002151>	"MONDO:0018234"	
<http://purl.obolibrary.org/obo/MONDO_0002157>	"MONDO:0006206"	
<http://purl.obolibrary.org/obo/MONDO_0002160>	"MONDO:0006497"	
<http://purl.obolibrary.org/obo/MONDO_0002161>	"MONDO:0006207"	
<http://purl.obolibrary.org/obo/MONDO_0002179>	"MONDO:0006374"	
<http://purl.obolibrary.org/obo/MONDO_0002180>	"MONDO:0020550"	
<http://purl.obolibrary.org/obo/MONDO_0002208>	"MONDO:0024336"	
<http://purl.obolibrary.org/obo/MONDO_0002210>	"MONDO:0024609"	
<http://purl.obolibrary.org/obo/MONDO_0002213>	"MONDO:0018077"	
<http://purl.obolibrary.org/obo/MONDO_0002215>	"MONDO:0020560"	
<http://purl.obolibrary.org/obo/MONDO_0002228>	"MONDO:0018364"	
<http://purl.obolibrary.org/obo/MONDO_0002231>	"MONDO:0018171"	
<http://purl.obolibrary.org/obo/MONDO_0002248>	"MONDO:0020076"	
<http://purl.obolibrary.org/obo/MONDO_0002276>	"MONDO:0002277"	
<http://purl.obolibrary.org/obo/MONDO_0002284>	"MONDO:0017719"	
<http://purl.obolibrary.org/obo/MONDO_0002288>	"MONDO:0016245"	
<http://purl.obolibrary.org/obo/MONDO_0002292>	"MONDO:0006235"	
<http://purl.obolibrary.org/obo/MONDO_0002294>	"MONDO:0016730"	
<http://purl.obolibrary.org/obo/MONDO_0002296>	"MONDO:0018327"	
<http://purl.obolibrary.org/obo/MONDO_0002302>	"MONDO:0019933"	
<http://purl.obolibrary.org/obo/MONDO_0002315>	"MONDO:0019064"	
<http://purl.obolibrary.org/obo/MONDO_0002324>		
<http://purl.obolibrary.org/obo/MONDO_0002339>	"MONDO:0006500"	
<http://purl.obolibrary.org/obo/MONDO_0002344>	"MONDO:0018102"	
<http://purl.obolibrary.org/obo/MONDO_0002348>	"MONDO:0019701"	
<http://purl.obolibrary.org/obo/MONDO_0002349>	"MONDO:0015977"	
<http://purl.obolibrary.org/obo/MONDO_0002374>	"MONDO:0006351"	
<http://purl.obolibrary.org/obo/MONDO_0002384>	"MONDO:0006474"	
<http://purl.obolibrary.org/obo/MONDO_0002389>	"MONDO:0006071"	
<http://purl.obolibrary.org/obo/MONDO_0002390>	"MONDO:0006330"	
<http://purl.obolibrary.org/obo/MONDO_0002391>	"MONDO:0006414"	
<http://purl.obolibrary.org/obo/MONDO_0002392>	"MONDO:0006282"	
<http://purl.obolibrary.org/obo/MONDO_0002393>	<http://purl.obolibrary.org/obo/MONDO_0003061>	
<http://purl.obolibrary.org/obo/MONDO_0002394>	"MONDO:0006266"	
<http://purl.obolibrary.org/obo/MONDO_0002417>	"MONDO:0006201"	
<http://purl.obolibrary.org/obo/MONDO_0002421>	"MONDO:0006375"	
<http://purl.obolibrary.org/obo/MONDO_0002430>	"MONDO:0019203"	
<http://purl.obolibrary.org/obo/MONDO_0002431>	"MONDO:0019622"	
<http://purl.obolibrary.org/obo/MONDO_0002439>	"MONDO:0019538"	
<http://purl.obolibrary.org/obo/MONDO_0002445>	"MONDO:0016242"	
<http://purl.obolibrary.org/obo/MONDO_0002446>	"MONDO:0019050"	
<http://purl.obolibrary.org/obo/MONDO_0002456>	"MONDO:0005131"	
<http://purl.obolibrary.org/obo/MONDO_0002458>	"MONDO:0006515"	
<http://purl.obolibrary.org/obo/MONDO_0002484>	"MONDO:0005590"	
<http://purl.obolibrary.org/obo/MONDO_0002498>	"MONDO:0018177"	
<http://purl.obolibrary.org/obo/MONDO_0002499>	"MONDO:0019781"	
<http://purl.obolibrary.org/obo/MONDO_0002500>	"MONDO:0016681"	
<http://purl.obolibrary.org/obo/MONDO_0002502>	"MONDO:0016682"	
<http://purl.obolibrary.org/obo/MONDO_0002504>	"MONDO:0016684"	
<http://purl.obolibrary.org/obo/MONDO_0002506>	"MONDO:0016022"	
<http://purl.obolibrary.org/obo/MONDO_0002521>	"MONDO:0007908"	
<http://purl.obolibrary.org/obo/MONDO_0002524>	"MONDO:0018473"	
<http://purl.obolibrary.org/obo/MONDO_0002530>	"MONDO:0006427"	
<http://purl.obolibrary.org/obo/MONDO_0002538>	"MONDO:0018687"	
<http://purl.obolibrary.org/obo/MONDO_0002539>	"MONDO:0016695"	
<http://purl.obolibrary.org/obo/MONDO_0002557>	"MONDO:0008075"	
<http://purl.obolibrary.org/obo/MONDO_0002560>	"MONDO:0017612"	
<http://purl.obolibrary.org/obo/MONDO_0002566>	"MONDO:0019369"	
<http://purl.obolibrary.org/obo/MONDO_0002573>	"MONDO:0017386"	
<http://purl.obolibrary.org/obo/MONDO_0002575>	"MONDO:0006389"	
<http://purl.obolibrary.org/obo/MONDO_0002584>	"MONDO:0017987"	
<http://purl.obolibrary.org/obo/MONDO_0002589>	"MONDO:0016975"	
<http://purl.obolibrary.org/obo/MONDO_0002591>	"MONDO:0016974"	
<http://purl.obolibrary.org/obo/MONDO_0002593>	"MONDO:0020515"	
<http://purl.obolibrary.org/obo/MONDO_0002596>	"MONDO:0008978"	
<http://purl.obolibrary.org/obo/MONDO_0002600>	"MONDO:0015864"	
<http://purl.obolibrary.org/obo/MONDO_0002607>	"MONDO:0011705"	
<http://purl.obolibrary.org/obo/MONDO_0002608>	"MONDO:0017720"	
<http://purl.obolibrary.org/obo/MONDO_0002609>	"MONDO:0018149"	
<http://purl.obolibrary.org/obo/MONDO_0002611>	"MONDO:0007295"	
<http://purl.obolibrary.org/obo/MONDO_0002662>	"MONDO:0019095"	
<http://purl.obolibrary.org/obo/MONDO_0002663>	"MONDO:0016586"	
<http://purl.obolibrary.org/obo/MONDO_0002668>	"MONDO:0006215"	
<http://purl.obolibrary.org/obo/MONDO_0002673>	"MONDO:0011934"	
<http://purl.obolibrary.org/obo/MONDO_0002686>	"MONDO:0019024"	
<http://purl.obolibrary.org/obo/MONDO_0002689>	"MONDO:0017048"	
<http://purl.obolibrary.org/obo/MONDO_0002690>	"MONDO:0016642"	
<http://purl.obolibrary.org/obo/MONDO_0002699>	"MONDO:0005184"	
<http://purl.obolibrary.org/obo/MONDO_0002700>	"MONDO:0016787"	
<http://purl.obolibrary.org/obo/MONDO_0002704>	"MONDO:0006087"	
<http://purl.obolibrary.org/obo/MONDO_0002709>	"MONDO:0018800"	
<http://purl.obolibrary.org/obo/MONDO_0002711>	"MONDO:0006085"	
<http://purl.obolibrary.org/obo/MONDO_0002723>	"MONDO:0019023"	
<http://purl.obolibrary.org/obo/MONDO_0002725>	"MONDO:0019315"	
<http://purl.obolibrary.org/obo/MONDO_0002733>	<http://purl.obolibrary.org/obo/MONDO_0024432>	
<http://purl.obolibrary.org/obo/MONDO_0002743>	"MONDO:0006067"	
<http://purl.obolibrary.org/obo/MONDO_0002753>	"MONDO:0006309"	
<http://purl.obolibrary.org/obo/MONDO_0002767>	"MONDO:0019145"	
<http://purl.obolibrary.org/obo/MONDO_0002773>	<http://purl.obolibrary.org/obo/MONDO_0016706>	
<http://purl.obolibrary.org/obo/MONDO_0002774>	"MONDO:0016706"	
<http://purl.obolibrary.org/obo/MONDO_0002777>	"MONDO:0018667"	
<http://purl.obolibrary.org/obo/MONDO_0002780>	<http://purl.obolibrary.org/obo/MONDO_0006423>	
<http://purl.obolibrary.org/obo/MONDO_0002784>	"MONDO:0006175"	
<http://purl.obolibrary.org/obo/MONDO_0002793>	"MONDO:0006300"	
<http://purl.obolibrary.org/obo/MONDO_0002818>	"MONDO:0006639"	
<http://purl.obolibrary.org/obo/MONDO_0002819>	"MONDO:0019159"	
<http://purl.obolibrary.org/obo/MONDO_0002820>	"MONDO:0015075"	
<http://purl.obolibrary.org/obo/MONDO_0002823>	"MONDO:0015277"	
<http://purl.obolibrary.org/obo/MONDO_0002825>	"MONDO:0007920"	
<http://purl.obolibrary.org/obo/MONDO_0002826>	"MONDO:0018076"	
<http://purl.obolibrary.org/obo/MONDO_0002827>	"MONDO:0006295"	
<http://purl.obolibrary.org/obo/MONDO_0002830>	"MONDO:0006343"	
<http://purl.obolibrary.org/obo/MONDO_0002838>	"MONDO:0006406"	
<http://purl.obolibrary.org/obo/MONDO_0002841>	"MONDO:0016129"	
<http://purl.obolibrary.org/obo/MONDO_0002873>	"MONDO:0006447"	
<http://purl.obolibrary.org/obo/MONDO_0002890>	"MONDO:0006180"	
<http://purl.obolibrary.org/obo/MONDO_0002891>		
<http://purl.obolibrary.org/obo/MONDO_0002893>	"MONDO:0006145"	
<http://purl.obolibrary.org/obo/MONDO_0002895>	"MONDO:0018849"	
<http://purl.obolibrary.org/obo/MONDO_0002902>	"MONDO:0019992"	
<http://purl.obolibrary.org/obo/MONDO_0002906>	"MONDO:0019340"	
<http://purl.obolibrary.org/obo/MONDO_0002925>	"MONDO:0018270"	
<http://purl.obolibrary.org/obo/MONDO_0002964>	"MONDO:0015531"	
<http://purl.obolibrary.org/obo/MONDO_0002980>	"MONDO:0006312"	
<http://purl.obolibrary.org/obo/MONDO_0002983>	"MONDO:0020124"	
<http://purl.obolibrary.org/obo/MONDO_0002986>	"MONDO:0019056"	
<http://purl.obolibrary.org/obo/MONDO_0002992>	"MONDO:0015534"	
<http://purl.obolibrary.org/obo/MONDO_0003006>	"MONDO:0015231"	
<http://purl.obolibrary.org/obo/MONDO_0003013>	"MONDO:0018638"	
<http://purl.obolibrary.org/obo/MONDO_0003015>	"MONDO:0006109"	
<http://purl.obolibrary.org/obo/MONDO_0003016>	"MONDO:0006407"	
<http://purl.obolibrary.org/obo/MONDO_0003018>	"MONDO:0016107"	
<http://purl.obolibrary.org/obo/MONDO_0003020>	"MONDO:0015375"	
<http://purl.obolibrary.org/obo/MONDO_0003048>	"MONDO:0006451"	
<http://purl.obolibrary.org/obo/MONDO_0003063>	"MONDO:0016344"	
<http://purl.obolibrary.org/obo/MONDO_0003071>	"MONDO:0017610"	
<http://purl.obolibrary.org/obo/MONDO_0003074>	"MONDO:0018160"	
<http://purl.obolibrary.org/obo/MONDO_0003080>	"MONDO:0020331"	
<http://purl.obolibrary.org/obo/MONDO_0003094>	"MONDO:0006463"	
<http://purl.obolibrary.org/obo/MONDO_0003099>	"MONDO:0016047"	
<http://purl.obolibrary.org/obo/MONDO_0003101>	"MONDO:0015032"	
<http://purl.obolibrary.org/obo/MONDO_0003102>	"MONDO:0019404"	
<http://purl.obolibrary.org/obo/MONDO_0003114>	"MONDO:0006287"	
<http://purl.obolibrary.org/obo/MONDO_0003116>	"MONDO:0017215"	
<http://purl.obolibrary.org/obo/MONDO_0003123>	"MONDO:0007803"	
<http://purl.obolibrary.org/obo/MONDO_0003131>	"MONDO:0017043"	
<http://purl.obolibrary.org/obo/MONDO_0003132>	"MONDO:0017236"	
<http://purl.obolibrary.org/obo/MONDO_0003146>	"MONDO:0016715"	
<http://purl.obolibrary.org/obo/MONDO_0003149>	"MONDO:0020333"	
<http://purl.obolibrary.org/obo/MONDO_0003151>	"MONDO:0005395"	
<http://purl.obolibrary.org/obo/MONDO_0003156>	"MONDO:0006074"	
<http://purl.obolibrary.org/obo/MONDO_0003160>	"MONDO:0006962"	
<http://purl.obolibrary.org/obo/MONDO_0003162>	"MONDO:0016692"	
<http://purl.obolibrary.org/obo/MONDO_0003166>	"MONDO:0016691"	
<http://purl.obolibrary.org/obo/MONDO_0003167>	"MONDO:0016690"	
<http://purl.obolibrary.org/obo/MONDO_0003176>	"MONDO:0006133"	
<http://purl.obolibrary.org/obo/MONDO_0003178>	"MONDO:0006264"	
<http://purl.obolibrary.org/obo/MONDO_0003179>	"MONDO:0006262"	
<http://purl.obolibrary.org/obo/MONDO_0003183>	"MONDO:0006471"	
<http://purl.obolibrary.org/obo/MONDO_0003188>	"MONDO:0009696"	
<http://purl.obolibrary.org/obo/MONDO_0003201>	"MONDO:0005028"	
<http://purl.obolibrary.org/obo/MONDO_0003203>	"MONDO:0017582"	
<http://purl.obolibrary.org/obo/MONDO_0003207>	"MONDO:0024240"	
<http://purl.obolibrary.org/obo/MONDO_0003213>	"MONDO:0006080"	
<http://purl.obolibrary.org/obo/MONDO_0003217>	"MONDO:0006481"	
<http://purl.obolibrary.org/obo/MONDO_0003221>	"MONDO:0006280"	
<http://purl.obolibrary.org/obo/MONDO_0003224>	"MONDO:0016222"	
<http://purl.obolibrary.org/obo/MONDO_0003226>	"MONDO:0016035"	
<http://purl.obolibrary.org/obo/MONDO_0003228>	"MONDO:0006311"	
<http://purl.obolibrary.org/obo/MONDO_0003229>	"MONDO:0019297"	
<http://purl.obolibrary.org/obo/MONDO_0003230>	"MONDO:0021039"	
<http://purl.obolibrary.org/obo/MONDO_0003239>	"MONDO:0007542"	
<http://purl.obolibrary.org/obo/MONDO_0003242>	"MONDO:0006210"	
<http://purl.obolibrary.org/obo/MONDO_0003247>	"MONDO:0006369"	
<http://purl.obolibrary.org/obo/MONDO_0003259>	"MONDO:0017775"	
<http://purl.obolibrary.org/obo/MONDO_0003267>	"MONDO:0016699"	
<http://purl.obolibrary.org/obo/MONDO_0003269>	"MONDO:0016693"	
<http://purl.obolibrary.org/obo/MONDO_0003270>	"MONDO:0016733"	
<http://purl.obolibrary.org/obo/MONDO_0003309>	"MONDO:0006294"	
<http://purl.obolibrary.org/obo/MONDO_0003323>	<http://purl.obolibrary.org/obo/MONDO_0006144>	
<http://purl.obolibrary.org/obo/MONDO_0003324>	"MONDO:0006432"	
<http://purl.obolibrary.org/obo/MONDO_0003338>	"MONDO:0019384"	
<http://purl.obolibrary.org/obo/MONDO_0003339>	"MONDO:0019799"	
<http://purl.obolibrary.org/obo/MONDO_0003344>	"MONDO:0016748"	
<http://purl.obolibrary.org/obo/MONDO_0003375>	"MONDO:0016262"	
<http://purl.obolibrary.org/obo/MONDO_0003380>	"MONDO:0006191"	
<http://purl.obolibrary.org/obo/MONDO_0003385>	"MONDO:0006135"	
<http://purl.obolibrary.org/obo/MONDO_0003407>	"MONDO:0006344"	
<http://purl.obolibrary.org/obo/MONDO_0003415>	"MONDO:0019537"	
<http://purl.obolibrary.org/obo/MONDO_0003416>	"MONDO:0016243"	
<http://purl.obolibrary.org/obo/MONDO_0003418>	"MONDO:0006108"	
<http://purl.obolibrary.org/obo/MONDO_0003440>	"MONDO:0006111"	
<http://purl.obolibrary.org/obo/MONDO_0003449>	"MONDO:0006439"	
<http://purl.obolibrary.org/obo/MONDO_0003451>	"MONDO:0015070"	
<http://purl.obolibrary.org/obo/MONDO_0003456>		"DOID:5469"
<http://purl.obolibrary.org/obo/MONDO_0003456>		"NCIT:C37215"
<http://purl.obolibrary.org/obo/MONDO_0003456>		"UMLS:C1334253"
<http://purl.obolibrary.org/obo/MONDO_0003457>	"MONDO:0006340"	
<http://purl.obolibrary.org/obo/MONDO_0003483>	"MONDO:0006230"	
<http://purl.obolibrary.org/obo/MONDO_0003484>	"MONDO:0018352"	
<http://purl.obolibrary.org/obo/MONDO_0003485>	"MONDO:0018513"	
<http://purl.obolibrary.org/obo/MONDO_0003488>	"MONDO:0006082"	
<http://purl.obolibrary.org/obo/MONDO_0003489>	"MONDO:0006303"	
<http://purl.obolibrary.org/obo/MONDO_0003491>	"MONDO:0018515"	
<http://purl.obolibrary.org/obo/MONDO_0003496>	"MONDO:0006198"	
<http://purl.obolibrary.org/obo/MONDO_0003498>	"MONDO:0006220"	
<http://purl.obolibrary.org/obo/MONDO_0003511>		"MONDO:0010108"
<http://purl.obolibrary.org/obo/MONDO_0003520>	"MONDO:0024245"	
<http://purl.obolibrary.org/obo/MONDO_0003521>	"MONDO:0019960"	
<http://purl.obolibrary.org/obo/MONDO_0003526>	"MONDO:0006275"	
<http://purl.obolibrary.org/obo/MONDO_0003527>	"MONDO:0007566"	
<http://purl.obolibrary.org/obo/MONDO_0003533>	"MONDO:0006228"	
<http://purl.obolibrary.org/obo/MONDO_0003536>	"MONDO:0006208"	
<http://purl.obolibrary.org/obo/MONDO_0003547>	"MONDO:0006247"	
<http://purl.obolibrary.org/obo/MONDO_0003552>	"MONDO:0006217"	
<http://purl.obolibrary.org/obo/MONDO_0003559>	"MONDO:0006134"	
<http://purl.obolibrary.org/obo/MONDO_0003560>	"MONDO:0005614"	
<http://purl.obolibrary.org/obo/MONDO_0003566>	"MONDO:0016718"	
<http://purl.obolibrary.org/obo/MONDO_0003576>	<http://purl.obolibrary.org/obo/MONDO_0005575>	
<http://purl.obolibrary.org/obo/MONDO_0003577>	"MONDO:0006176"	
<http://purl.obolibrary.org/obo/MONDO_0003580>	"MONDO:0006446"	
<http://purl.obolibrary.org/obo/MONDO_0003583>	"MONDO:0006097"	
<http://purl.obolibrary.org/obo/MONDO_0003597>	<http://purl.obolibrary.org/obo/MONDO_0013280>	
<http://purl.obolibrary.org/obo/MONDO_0003605>	"MONDO:0006076"	
<http://purl.obolibrary.org/obo/MONDO_0003613>	"MONDO:0006183"	
<http://purl.obolibrary.org/obo/MONDO_0003623>	"MONDO:0006346"	
<http://purl.obolibrary.org/obo/MONDO_0003625>	<http://purl.obolibrary.org/obo/MONDO_0005211>	
<http://purl.obolibrary.org/obo/MONDO_0003642>	"MONDO:0018166"	
<http://purl.obolibrary.org/obo/MONDO_0003662>	"MONDO:0006335"	
<http://purl.obolibrary.org/obo/MONDO_0003667>	"MONDO:0020513"	
<http://purl.obolibrary.org/obo/MONDO_0003683>	<http://purl.obolibrary.org/obo/MONDO_0003680>	
<http://purl.obolibrary.org/obo/MONDO_0003696>	"MONDO:0016746"	
<http://purl.obolibrary.org/obo/MONDO_0003711>	"MONDO:0017827"	
<http://purl.obolibrary.org/obo/MONDO_0003779>	"MONDO:0016683"	
<http://purl.obolibrary.org/obo/MONDO_0003793>	"MONDO:0006485"	
<http://purl.obolibrary.org/obo/MONDO_0003794>	"MONDO:0004398"	
<http://purl.obolibrary.org/obo/MONDO_0003797>	"MONDO:0006480"	
<http://purl.obolibrary.org/obo/MONDO_0003798>	"MONDO:0017387"	
<http://purl.obolibrary.org/obo/MONDO_0003807>	"MONDO:0005032"	
<http://purl.obolibrary.org/obo/MONDO_0003814>	"MONDO:0005017"	
<http://purl.obolibrary.org/obo/MONDO_0003815>	"MONDO:0008283"	
<http://purl.obolibrary.org/obo/MONDO_0003823>	"MONDO:0015698"	
<http://purl.obolibrary.org/obo/MONDO_0003833>	"MONDO:0015974"	
<http://purl.obolibrary.org/obo/MONDO_0003838>	"MONDO:0006069"	
<http://purl.obolibrary.org/obo/MONDO_0003854>	"MONDO:0006469"	
<http://purl.obolibrary.org/obo/MONDO_0003855>	"MONDO:0018369"	
<http://purl.obolibrary.org/obo/MONDO_0003871>	"MONDO:0006301"	
<http://purl.obolibrary.org/obo/MONDO_0003877>	"MONDO:0006132"	
<http://purl.obolibrary.org/obo/MONDO_0003883>	"MONDO:0016728"	
<http://purl.obolibrary.org/obo/MONDO_0003914>	"MONDO:0019254"	
<http://purl.obolibrary.org/obo/MONDO_0003919>	"MONDO:0019052"	
<http://purl.obolibrary.org/obo/MONDO_0003920>	"MONDO:0006229"	
<http://purl.obolibrary.org/obo/MONDO_0003949>	"MONDO:0006140"	
<http://purl.obolibrary.org/obo/MONDO_0003961>	"MONDO:0006138"	
<http://purl.obolibrary.org/obo/MONDO_0003974>	"MONDO:0016757"	
<http://purl.obolibrary.org/obo/MONDO_0003977>	"MONDO:0016688"	
<http://purl.obolibrary.org/obo/MONDO_0003981>	"MONDO:0006142"	
<http://purl.obolibrary.org/obo/MONDO_0003986>	<http://purl.obolibrary.org/obo/MONDO_0017814>	
<http://purl.obolibrary.org/obo/MONDO_0004002>	"MONDO:0019035"	
<http://purl.obolibrary.org/obo/MONDO_0004003>	"MONDO:0018525"	
<http://purl.obolibrary.org/obo/MONDO_0004011>	"MONDO:0018961"	
<http://purl.obolibrary.org/obo/MONDO_0004018>	"MONDO:0007256"	
<http://purl.obolibrary.org/obo/MONDO_0004023>	"MONDO:0018666"	
<http://purl.obolibrary.org/obo/MONDO_0004025>	"MONDO:0006426"	
<http://purl.obolibrary.org/obo/MONDO_0004027>		"MONDO:0005564"
<http://purl.obolibrary.org/obo/MONDO_0004029>	"MONDO:0006482"	
<http://purl.obolibrary.org/obo/MONDO_0004036>	<http://purl.obolibrary.org/obo/MONDO_0006459>	
<http://purl.obolibrary.org/obo/MONDO_0004061>	"MONDO:0009637"	
<http://purl.obolibrary.org/obo/MONDO_0004068>	"MONDO:0000001"	
<http://purl.obolibrary.org/obo/MONDO_0004070>	"MONDO:0016689"	
<http://purl.obolibrary.org/obo/MONDO_0004072>	"MONDO:0016687"	
<http://purl.obolibrary.org/obo/MONDO_0004073>	"MONDO:0015613"	
